id,word,label
3132,seduce,1
3133,seks,1
3134,selective,0
3135,self-determination,0
3136,self-respect,0
3137,self-satisfaction,0
3138,self-sufficiency,0
3139,self-sufficient,0
3140,semen,1
3141,sensation,0
3142,sensational,0
3143,sensationally,0
3144,sensations,0
3145,sensible,0
3146,sensibly,0
3147,sensitive,0
3148,serene,0
3149,serenity,0
3151,sex,1
3152,sexo,1
3153,sexy,0
3154,sh!+,1
3155,sh!t,1
3156,sh1t,1
3157,shag,1
3158,shagger,1
3159,shaggin,1
3160,shagging,1
3161,shamedame,1
3162,sharp,0
3163,sharper,0
3164,sharpest,0
3165,shave,0
3166,shaved beaver,1
3167,shaved pussy,1
3168,she,0
3169,shemale,1
3170,shi+,1
3171,shibari,1
3172,shimmering,0
3173,shimmeringly,0
3174,shine,0
3175,shiny,0
3176,ship,0
3177,shirt,0
3178,shirt lifter,1
3179,shit,1
3180,shit ass,1
3181,shit fucker,1
3182,shitass,1
3183,shitbag,1
3184,shitbagger,1
3185,shitblimp,1
3186,shitbrains,1
3187,shitbreath,1
3188,shitcanned,1
3189,shitcunt,1
3190,shitdick,1
3191,shite,1
3192,shiteater,1
3193,shited,1
3194,shitey,1
3195,shitface,1
3196,shitfaced,1
3197,shitfuck,1
3198,shitfull,1
3199,shithead,1
3200,shitheads,1
3201,shithole,1
3202,shithouse,1
3203,shiting,1
3204,shitings,1
3205,shits,1
3206,shitspitter,1
3207,shitstain,1
3208,shitt,1
3209,shitted,1
3210,shitter,1
3211,shitters,1
3212,shittier,1
3213,shittiest,1
3214,shitting,1
3215,shittings,1
3216,shitty,1
3217,shiz,1
3218,shiznit,1
3219,shot,0
3220,shota,1
3221,shower,0
3222,shrimping,1
3223,significant,0
3224,silent,0
3225,simpler,0
3226,simplest,0
3227,simplified,0
3228,simplifies,0
3229,simplify,0
3230,simplifying,0
3231,sincere,0
3232,sincerely,0
3233,sincerity,0
3234,sissy,1
3235,sister,0
3236,skag,1
3237,skank,1
3238,skeet,1
3239,skill,0
3240,skilled,0
3241,skillful,0
3242,skillfully,0
3243,skullfuck,1
3244,slag,1
3245,slammin,0
3246,slanteye,1
3247,sleaze,1
3248,sleazy,1
3249,sleek,0
3250,slick,0
3251,slut,1
3252,slut bucket,1
3253,slutbag,1
3254,slutdumper,1
3255,slutkiss,1
3256,sluts,1
3257,smart,0
3258,smartass,1
3259,smartasses,1
3260,smarter,0
3261,smartest,0
3262,smartly,0
3263,smeg,1
3264,smegma,1
3265,smile,0
3266,smiles,0
3267,smiling,0
3268,smilingly,0
3269,smith,0
3270,smitten,0
3271,smoke,0
3272,smoker,0
3273,smooth,0
3274,smoother,0
3275,smoothes,0
3276,smoothest,0
3277,smoothly,0
3278,smut,1
3279,smutty,1
3280,snappy,0
3282,snatch,1
3283,snazzy,0
3284,sniff,0
3285,snot,0
3286,snowball,0
3288,snowballing,1
3289,snuff,1
3290,sociable,0
3291,sodom,1
3292,sodomize,1
3293,sodomy,1
3294,soft,0
3295,softer,0
3296,solace,0
3297,solicitous,0
3298,solicitously,0
3299,solid,0
3300,solidarity,0
3301,son,0
3302,son of a bitch,1
3303,son of a motherless goat,1
3304,son of a whore,1
3305,son-of-a-bitch,1
3306,soothe,0
3307,soothingly,0
3308,sophisticated,0
3309,soulful,0
3310,soundly,0
3311,soundness,0
3312,souse,1
3313,soused,1
3314,spac,1
3315,spacious,0
3316,sparkle,0
3317,sparkling,0
3318,spectacular,0
3319,spectacularly,0
3320,speedily,0
3321,speedy,0
3322,spellbind,0
3323,spellbinding,0
3324,spellbindingly,0
3325,spellbound,0
3326,spic,1
3327,spick,1
3328,spik,1
3329,spiks,1
3330,spirited,0
3331,spiritual,0
3332,splendid,0
3333,splendidly,0
3334,splendor,0
3335,splooge,1
3336,splooge moose,1
3337,spontaneous,0
3338,spooge,1
3339,spook,1
3340,sporty,0
3341,spotless,0
3342,spread,0
3343,spread legs,1
3344,sprightly,0
3345,spunk,1
3346,squirting,0
3347,stability,0
3348,stabilize,0
3349,stable,0
3350,stain,0
3351,stainless,0
3352,standout,0
3353,starfish,0
3354,state-of-the-art,0
3355,stately,0
3356,statuesque,0
3357,staunch,0
3358,staunchly,0
3359,staunchness,0
3360,steadfast,0
3361,steadfastly,0
3362,steadfastness,0
3363,steadiest,0
3364,steadiness,0
3365,steady,0
3366,steam,0
3367,steamy,1
3368,stellar,0
3369,stellarly,0
3370,stfu,1
3371,stiffy,1
3372,stimulate,0
3373,stimulates,0
3374,stimulating,0
3375,stimulative,0
3376,stirringly,0
3377,straight,0
3378,straighten,0
3379,straightforward,0
3380,strap,0
3381,strap on,1
3382,strapon,1
3383,strappado,1
3384,streamlined,0
3385,striking,0
3386,strikingly,0
3387,strip club,1
3388,striving,0
3389,stroke,1
3391,strong,0
3392,stronger,0
3393,strongest,0
3394,stunned,0
3395,stunning,0
3396,stunningly,0
3397,stupendous,0
3398,stupendously,0
3399,sturdier,0
3400,sturdy,0
3401,style,0
3402,style doggy,1
3403,stylish,0
3404,stylishly,0
3405,stylized,0
3406,suave,0
3407,suavely,0
3408,sublime,0
3409,subsidize,0
3410,subsidized,0
3411,subsidizes,0
3412,subsidizing,0
3413,substantive,0
3414,succeed,0
3415,succeeded,0
3416,succeeding,0
3417,succeeds,0
3418,succes,0
3419,success,0
3420,successes,0
3421,successful,0
3422,successfully,0
3423,suck,0
3424,suckass,1
3425,sucked,0
3426,sucking,0
3427,sucks,0
3428,suffice,0
3429,sufficed,0
3430,suffices,0
3431,sufficient,0
3432,sufficiently,0
3433,suicide girls,1
3434,suitable,0
3435,sultry women,1
3436,sumofabiatch,1
3437,sumptuous,0
3438,sumptuously,0
3439,sumptuousness,0
3440,super,0
3441,superb,0
3442,superbly,0
3443,superior,0
3444,superiority,0
3445,supple,0
3446,support,0
3447,supported,0
3448,supporter,0
3449,supporting,0
3450,supportive,0
3451,supports,0
3452,supremacy,0
3453,supreme,0
3454,supremely,0
3455,supurb,0
3456,supurbly,0
3457,surmount,0
3458,surpass,0
3459,surreal,0
3460,survival,0
3461,survivor,0
3462,sustainability,0
3463,sustainable,0
3464,swank,0
3465,swankier,0
3466,swankiest,0
3467,swanky,0
3468,swastika,1
3469,sweeping,0
3470,sweet,0
3471,sweeten,0
3472,sweetheart,0
3473,sweetly,0
3474,sweetness,0
3475,swift,0
3476,swiftness,0
3477,swinger,1
3478,t1t,1
3479,t1tt1e5,1
3480,t1tties,1
3481,taff,1
3482,taig,1
3483,tainted love,1
3484,take,0
3485,taking the piss,1
3486,talent,0
3487,talented,0
3488,talents,0
3489,tantalize,0
3490,tantalizing,0
3491,tantalizingly,0
3492,tard,1
3495,tawdry,1
3496,tea,0
3497,tea bagging,1
3498,teabagging,1
3499,teat,1
3500,teets,1
3501,teez,1
3502,tempt,0
3503,tempting,0
3504,temptingly,0
3505,tenacious,0
3506,tenaciously,0
3507,tenacity,0
3508,tender,0
3509,tenderly,0
3510,terd,1
3511,terrific,0
3512,terrifically,0
3513,teste,1
3514,testee,1
3515,testes,1
3516,testical,1
3517,testicle,1
3518,testis,1
3519,thank,0
3520,thankful,0
3521,the,0
3522,thinner,0
3523,thoughtful,0
3524,thoughtfully,0
3525,thoughtfulness,0
3526,threesome,1
3527,thrift,0
3528,thrifty,0
3529,thrill,0
3530,thrilled,0
3531,thrilling,0
3532,thrillingly,0
3533,thrills,0
3534,thrive,0
3535,thriving,0
3538,throating,1
3539,thrust,1
3540,thug,1
3541,thumb-up,0
3542,thumbs-up,0
3543,thundercunt,1
3544,tickle,0
3545,tidy,0
3546,tied up,0
3547,tight white,1
3548,time-honored,0
3549,timely,0
3550,tingle,0
3551,tit,1
3552,tit wank,1
3553,titfuck,1
3554,titi,1
3555,tities,1
3556,titillate,0
3557,titillating,0
3558,titillatingly,0
3559,tits,1
3560,titt,1
3561,tittie5,1
3562,tittiefucker,1
3563,titties,1
3564,titty,1
3565,tittyfuck,1
3566,tittyfucker,1
3567,tittywank,1
3568,titwank,1
3569,to,0
3570,toe,0
3571,togetherness,0
3572,toke,1
3573,tolerable,0
3574,toll-free,0
3575,tongue,0
3576,tongue in a,1
3577,toots,1
3580,top-notch,0
3581,top-quality,0
3582,topnotch,0
3583,tops,0
3584,tosser,1
3585,tough,0
3586,tougher,0
3587,toughest,0
3588,towelhead,1
3589,traction,0
3590,tramp,1
3591,tranny,1
3592,tranquil,0
3593,tranquility,0
3594,transparent,0
3595,transsexual,1
3596,trashy,1
3597,treasure,0
3598,tremendously,0
3599,trendy,0
3600,tribadism,1
3601,triumph,0
3602,triumphal,0
3603,triumphant,0
3604,triumphantly,0
3605,trivially,0
3606,trombone,0
3609,trouble-free,0
3610,trump,0
3611,trumped,1
3612,trumpet,0
3613,trust,0
3614,trusted,0
3615,trusting,0
3616,trustingly,0
3617,trustworthiness,0
3618,trustworthy,0
3619,trusty,0
3620,truthful,0
3621,truthfully,0
3622,truthfulness,0
3623,tub,0
3624,tub girl,1
3625,tubgirl,1
3626,turd,1
3627,tush,1
3628,tushy,1
3629,tw4t,1
3630,twat,1
3631,twathead,1
3632,twatlips,1
3633,twats,1
3634,twatty,1
3635,twatwaffle,1
3636,twink,1
3637,twinkie,1
3638,twinkly,0
3639,two,0
3640,two fingers,1
3641,two fingers with tongue,1
3642,two girls one cup,1
3643,twunt,1
3644,twunter,1
3645,ultra-crisp,0
3646,unabashed,0
3647,unabashedly,0
3648,unaffected,0
3649,unassailable,0
3650,unbeatable,0
3651,unbiased,0
3652,unbound,0
3653,unclefucker,1
3654,uncomplicated,0
3655,unconditional,0
3656,undamaged,0
3657,undaunted,0
3658,understandable,0
3659,undies,1
3660,undisputable,0
3661,undisputably,0
3662,undisputed,0
3663,unencumbered,0
3664,unequivocal,0
3665,unequivocally,0
3666,unfazed,0
3667,unfettered,0
3668,unforgettable,0
3669,unity,0
3670,unlimited,0
3671,unmatched,0
3672,unparalleled,0
3673,unquestionable,0
3674,unquestionably,0
3675,unreal,0
3676,unrestricted,0
3677,unrivaled,0
3678,unselfish,0
3679,unwavering,0
3680,unwed,1
3681,upbeat,0
3682,upgradable,0
3683,upgradeable,0
3684,upgraded,0
3685,upheld,0
3686,uphold,0
3687,uplift,0
3688,uplifting,0
3689,upliftingly,0
3690,upliftment,0
3691,upscale,0
3692,upskirt,1
3693,urethra play,1
3694,urophilia,1
3695,usable,0
3696,useable,0
3697,useful,0
3698,user-friendly,0
3699,user-replaceable,0
3700,uzi,1
3701,v14gra,1
3702,v1gra,1
3703,va-j-j,1
3704,vag,1
3705,vajayjay,1
3706,valiant,0
3707,valiantly,0
3708,valium,1
3709,valor,0
3710,valuable,0
3711,variety,0
3712,venerate,0
3713,venus,0
3714,venus mound,1
3715,veqtable,1
3716,verifiable,0
3717,veritable,0
3718,versatile,0
3719,versatility,0
3720,viagra,1
3721,vibe,0
3722,vibrant,0
3723,vibrantly,0
3724,vibrator,1
3725,victorious,0
3726,victory,0
3727,viewable,0
3728,vigilance,0
3729,vigilant,0
3730,violet,0
3731,violet wand,1
3732,virtue,0
3733,virtuous,0
3734,virtuously,0
3735,visionary,0
3736,vivacious,0
3737,vivid,0
3738,vixen,1
3739,vjayjay,1
3740,vorarephilia,1
3741,vouch,0
3742,vouchsafe,0
3743,voyeur,1
3744,vulgar,1
3745,vulva,1
3746,w00se,1
3747,wad,1
3748,waffle,0
3749,wand,0
3750,wang,1
3751,wank,1
3752,wanker,1
3753,wankjob,1
3754,wanky,1
3755,warm,0
3756,warmer,0
3757,warmhearted,0
3758,warmly,0
3759,warmth,0
3760,wazoo,1
3761,wealthy,0
3762,wedgie,1
3763,weed,1
3765,weenie,1
3766,weewee,1
3767,weiner,1
3768,welcome,0
3769,well,0
3770,well-backlit,0
3771,well-balanced,0
3772,well-behaved,0
3773,well-being,0
3774,well-bred,0
3775,well-connected,0
3776,well-educated,0
3777,well-established,0
3778,well-informed,0
3779,well-intentioned,0
3780,well-known,0
3781,well-made,0
3782,well-managed,0
3783,well-mannered,0
3784,well-positioned,0
3785,well-received,0
3786,well-regarded,0
3787,well-rounded,0
3788,well-run,0
3789,well-wishers,0
3790,wellbeing,0
3791,wench,1
3792,wetback,1
3793,wh0re,1
3794,wh0reface,1
3795,white,0
3796,white power,1
3797,whitey,1
3798,whiz,1
3799,whoa,0
3800,whoar,1
3801,wholeheartedly,0
3802,wholesome,0
3803,whooa,0
3804,whoooa,0
3805,whoralicious,1
3806,whore,1
3807,whorealicious,1
3808,whorebag,1
3809,whored,1
3810,whoreface,1
3811,whorehopper,1
3812,whorehouse,1
3813,whores,1
3814,whoring,1
3815,wieldy,0
3816,wigger,1
3817,wild,0
3818,willies,1
3819,willing,0
3820,willingly,0
3821,willingness,0
3822,willy,1
3823,win,0
3824,windfall,0
3825,window,0
3826,window licker,1
3827,winnable,0
3828,winner,0
3829,winners,0
3830,winning,0
3831,wins,0
3832,wisdom,0
3833,wise,0
3834,wiseass,1
3835,wiseasses,1
3836,wisely,0
3837,with,0
3838,witty,0
3839,wog,1
3840,womb,1
3841,women,0
3842,won,0
3843,wonder,0
3844,wonderful,0
3845,wonderfully,0
3846,wonderous,0
3847,wonderously,0
3848,wonders,0
3849,wondrous,0
3850,woo,0
3851,wood,0
3852,woody,1
3854,wop,1
3855,work,0
3856,workable,0
3857,worked,0
3858,works,0
3859,world-famous,0
3860,worth,0
3861,worth-while,0
3862,worthiness,0
3863,worthwhile,0
3864,worthy,0
3865,wound,0
3866,wow,0
3867,wowed,0
3868,wowing,0
3869,wows,0
3870,wrapping,0
3871,wrapping men,1
3872,wrinkled,0
3873,wrinkled starfish,1
3874,wtf,1
3875,x-rated,1
3876,xrated,1
3877,xx,1
3878,xxx,1
3879,yaoi,1
3880,yay,0
3881,yeasty,1
3882,yellow,0
3883,yellow showers,1
3884,yid,1
3885,yiffy,1
3886,yo,0
3887,yobbo,1
3888,you,0
3889,your,0
3890,youthful,0
3891,zeal,0
3892,zenith,0
3893,zest,0
3894,zippy,0
3895,zoophile,1
3896,zoophilia,1
3897,zubb,1
